registration_id,application_id,air,raw_marks
PH103116-M1,M111P20,330,32.67
PH327402-M1,M114Y74,330,32.67
PH612105-M1,M108Z75,333,32.67
PH322080-M1,M103M71,334,32.67
PH611089-M1,M104Q79,335,32.67
PH607125-M1,M103Q75,335,32.67
PH612208-M1,M111B45,337,32.33
PH611305-M1,M107Q71,337,32.33
PH327441-M1,M116B33,339,32.33
PH614133-M1,M120S78,339,32.33
PH325195-M1,M101Y21,339,32.33
PH801174-M1,M106W45,342,32.33
PH403146-M1,M103R31,342,32.33
PH605219-M1,M106Q63,342,32.33
PH611057-M1,M104E49,345,32.33
PH509070-M1,M103Q41,345,32.33
PH615061-M1,M106C20,347,32.33
PH313233-M1,M110H57,347,32.33
PH611201-M1,M106D57,349,32.33
PH701278-M1,M118U78,350,32.33
PH322085-M1,M103N47,351,32
PH611044-M1,M103Z85,352,32
PH403155-M1,M103Y78,352,32
PH323356-M1,M113A96,354,32
PH327129-M1,M108R49,354,32
PH605224-M1,M107B83,354,32
PH501135-M1,M103J27,357,32
PH325215-M1,M102F43,357,32
PH611188-M1,M106A31,359,32
PH808076-M0,M105A41,359,32
PH308030-M1,M102W78,359,32
PH616198-M1,M107W94,359,32
PH306051-M1,M117U16,359,32
PH605021-M1,M104C49,359,32
PH412175-M1,M109F44,365,32
PH304258-M1,M105C12,365,32
PH611037-M1,M103X93,367,31.67
PH410155-M1,M112M65,367,31.67
PH114136-M1,M111S22,367,31.67
PH305162-M1,M110X91,370,31.67
PH605151-M1,M102K83,370,31.67
PH514076-M1,M107W38,370,31.67
PH511152-M1,M113N49,373,31.67
PH213065-M1,M109H62,373,31.67
PH310129-M1,M112U25,373,31.67
PH616282-M1,M123B10,373,31.67
PH327125-M1,M108P83,377,31.67
PH305074-M1,M108F83,378,31.33
PH613113-M1,M114W65,378,31.33
PH328101-M1,M119M29,378,31.33
PH610163-M1,M101D20,378,31.33
PH514027-M1,M105S40,378,31.33
PH301484-M1,M106Q36,383,31.33
PH501213-M1,M121H36,384,31.33
PH503123-M1,M110X52,384,31.33
PH610158-M1,M101C62,384,31.33
PH509282-M1,M103Q35,387,31.33
PH608019-M1,M106C99,387,31.33
PH315176-M1,M117R43,389,31.33
PH608120-M1,M109C20,390,31
PH410137-M1,M111C79,390,31
PH514026-M1,M105S38,390,31
PH326136-M1,M104V82,393,31
PH611218-M1,M106K98,393,31
PH304207-M1,M103V19,393,31
PH323006-M1,M105H20,393,31
PH609140-M1,M115W84,393,31
PH412159-M1,M106T38,398,31
PH411119-M1,M101C29,398,31
PH317034-M1,M106F67,398,31
PH508108-M1,M102W20,398,31
PH614095-M1,M122H83,398,31
PH611088-M1,M104Q57,403,31
PH305122-M1,M109S65,403,31
PH323218-M1,M109S85,403,31
PH608007-M1,M105T49,403,31
PH327412-M1,M115J78,403,31
PH313350-M1,M115H53,408,31
PH611238-M1,M106S28,409,30.67
PH609166-M1,M116V47,410,30.67
PH102161-M1,M101D16,410,30.67
PH508034-M1,M104Z28,412,30.67
PH612009-M1,M107R42,413,30.67
PH615059-M1,M104R30,414,30.67
PH413148-M1,M121F76,414,30.67
PH809231-M1,M112S29,416,30.67
PH318042-M0,M102M73,416,30.67
PH610156-M1,M101C16,416,30.67
PH304303-M1,M106B56,419,30.33
PH612024-M1,M107Y56,420,30.33
PH323088-M1,M107C15,420,30.33
PH326038-M1,M103B79,422,30.33
PH807078-M1,M104B39,422,30.33
PH313300-M1,M113H57,422,30.33
PH412122-M1,M101V23,425,30.33
PH304103-M1,M101M84,425,30.33
PH302270-M1,M114C35,425,30.33
PH603322-M1,M109G38,425,30.33
PH403134-M1,M101U60,425,30.33
PH610321-M1,M103G16,425,30.33
PH314139-M1,M106J85,425,30.33
PH323255-M1,M110J11,432,30.33
PH213066-M1,M109T10,432,30.33
PH614124-M1,M119U32,432,30.33
PH326099-M1,M104B68,435,30.33
PH608060-M1,M107G18,435,30.33
PH701119-M1,M113Y28,437,30
PH613026-M1,M112Z15,437,30
PH325191-M1,M101X29,437,30
PH605025-M1,M104K11,437,30
PH612133-M1,M109P78,441,30
PH304097-M1,M101G50,441,30
PH405315-M1,M104D97,441,30
PH703182-M1,M104V19,441,30
PH410208-M1,M119B16,445,30
PH322129-M1,M104W59,445,30
PH601116-M1,M101V35,445,30
PH605022-M1,M104D53,445,30
PH513287-M1,M102W62,449,30
PH410156-M1,M112N43,449,30
PH605202-M1,M104U26,449,30
PH804049-M1,M116K65,452,30
PH514038-M1,M105Z82,453,29.67
PH315014-M1,M112S84,454,29.67
PH303227-M0,M101X57,454,29.67
PH304278-M1,M105P88,454,29.67
PH205208-M1,M105J55,454,29.67
PH205142-M0,M112H62,454,29.67
PH614058-M1,M120A23,454,29.67
PH701249-M1,M113K46,460,29.67
PH615048-M1,M101A43,460,29.67
PH607194-M1,M104X19,460,29.67
PH204090-M1,M101F91,460,29.67
PH309064-M1,M105B57,460,29.67
PH613076-M1,M114A92,460,29.67
PH514066-M1,M107G26,460,29.67
PH611242-M1,M106T17,467,29.67
PH610210-M1,M101V32,467,29.67
PH321078-M1,M101D45,467,29.67
PH314182-M1,M108K81,470,29.67
PH703181-M1,M104J52,471,29.67
PH611192-M1,M106A85,472,29.33
PH607156-M1,M104C36,472,29.33
PH603174-M1,M101D92,472,29.33
PH205349-M1,M122B38,472,29.33
PH304204-M1,M103T98,476,29.33
PH325173-M1,M101S11,476,29.33
PH605235-M1,M107Y89,478,29.33
PH326167-M1,M105M91,479,29.33
PH607109-M1,M103J67,479,29.33
PH305077-M1,M108H62,479,29.33
PH327291-M1,M112D83,479,29.33
PH610320-M1,M103F67,479,29.33
PH605141-M1,M101Y38,479,29.33
PH410074-M1,M105R50,485,29.33
PH412022-M1,M103Y67,486,29.33
PH610335-M1,M103M21,486,29.33
PH325135-M1,M101F55,488,29
PH611010-M1,M103Q98,489,29
PH305182-M1,M111K53,489,29
PH114132-M1,M106U33,489,29
PH514102-M1,M108V78,489,29
PH412147-M1,M104K63,493,29
PH607023-M1,M102A27,493,29
PH302032-M1,M107G75,493,29
PH403126-M1,M101D85,493,29
PH614116-M1,M118V37,493,29
PH610176-M1,M101J84,498,29
PH611120-M1,M105B67,499,29
PH319078-M1,M119T74,500,29
PH603360-M1,M111A16,501,28.67
PH324095-M1,M116M59,502,28.67
PH611072-M1,M104J74,502,28.67
PH607082-M1,M102Y47,502,28.67
PH410163-M1,M113F23,502,28.67
PH802143-M1,M111Q54,502,28.67
PH304274-M1,M105N62,507,28.67
PH304185-M1,M103K60,508,28.67
PH205360-M1,M122T32,508,28.67
PH325187-M1,M101W71,508,28.67
PH307153-M1,M106Z69,511,28.67
PH613051-M1,M113N83,511,28.67
PH607044-M1,M102J75,513,28.67
PH326115-M1,M104M19,514,28.33
PH607051-M1,M102P43,515,28.33
PH413115-M1,M118V98,515,28.33
PH323150-M1,M108H87,515,28.33
PH603188-M1,M101X79,515,28.33
PH328199-M1,M122M96,515,28.33
PH404002-M1,M110C32,515,28.33
PH325180-M1,M101T92,515,28.33
PH611195-M1,M106B78,522,28.33
PH607060-M1,M102R55,522,28.33
PH503122-M1,M110V54,522,28.33
PH313030-M0,M109Q80,525,28.33
PH514198-M1,M113E63,525,28.33
PH513007-M1,M102Z46,527,28.33
PH611191-M1,M106A84,528,28
PH304123-M1,M102B28,528,28
PH410109-M1,M108Z42,528,28
PH327140-M1,M108X30,528,28
PH327378-M1,M114N48,528,28
PH611091-M1,M104R20,533,28
PH609161-M1,M116S40,533,28
PH205260-M1,M113E27,533,28
PH327003-M1,M106E37,533,28
PH515056-M1,M117G87,533,28
PH513269-M1,M101Z12,538,28
PH304202-M1,M103T51,538,28
PH322083-M1,M103N26,538,28
PH616255-M1,M120A73,538,28
PH321101-M1,M101X52,538,28
PH612231-M1,M111P80,543,28
PH326091-M1,M103Z67,543,28
PH323273-M1,M110T53,543,28
PH307084-M1,M112D61,543,28
PH403133-M1,M101T95,543,28
PH610323-M1,M103G51,543,28
PH803182-M1,M105G84,549,28
PH327216-M1,M110T12,549,28
PH505015-M1,M108V10,551,28
PH326027-M1,M102V70,552,27.67
PH304168-M1,M103B83,552,27.67
PH703201-M1,M112B69,552,27.67
PH327006-M1,M106G62,552,27.67
PH607141-M1,M103X41,556,27.67
PH802153-M1,M116N58,556,27.67
PH605197-M1,M104P15,556,27.67
PH605243-M1,M108G13,556,27.67
PH514059-M1,M107B53,556,27.67
PH612127-M1,M109M10,561,27.67
PH326114-M1,M104M13,561,27.67
PH611065-M1,M104G99,561,27.67
PH412133-M1,M102Y33,561,27.67
PH315004-M1,M112C84,561,27.67
PH305036-M1,M107A77,561,27.67
PH514165-M1,M111E93,561,27.67
PH324069-M1,M115W13,568,27.67
PH327157-M1,M109J92,568,27.67
PH325181-M1,M101U30,568,27.67
PH605163-M1,M102T85,571,27.67
PH410110-M1,M108Z68,572,27.33
PH809069-M1,M108G97,572,27.33
PH610308-M1,M103B27,572,27.33
PH306103-M1,M119M40,572,27.33
PH807086-M1,M105Q84,576,27.33
PH411268-M1,M119V99,576,27.33
PH613101-M1,M114N81,576,27.33
PH328048-M1,M117U51,576,27.33
PH327162-M1,M109M12,576,27.33
PH610198-M1,M101Q97,576,27.33
PH513040-M1,M106S33,582,27.33
PH607043-M1,M102J37,582,27.33
PH403130-M1,M101T15,582,27.33
PH605166-M1,M102Y69,582,27.33
PH326096-M1,M104A45,586,27.33
PH317062-M1,M121A10,586,27.33
PH327046-M1,M107E55,586,27.33
PH305150-M1,M110N90,589,27.33
PH305145-M1,M110K66,589,27.33
PH613181-M1,M112U78,589,27.33
PH610187-M1,M101N52,589,27.33
PH506029-M1,M102X56,593,27.33
PH205238-M1,M110X66,593,27.33
PH616086-M1,M113M30,595,27.33
PH515066-M1,M117Q73,595,27.33
PH305149-M1,M110M97,597,27
PH608048-M1,M106Y46,597,27
PH504068-M1,M115V69,597,27
PH610301-M1,M102Z71,597,27
PH401099-M1,M114R63,601,27
PH413001-M1,M109K47,601,27
PH410193-M1,M116Y71,601,27
PH212051-M1,M111V37,601,27
PH327136-M1,M108U83,601,27
PH514142-M1,M110E13,601,27
PH501035-M1,M106W98,607,27
PH326207-M1,M106C84,607,27
PH611190-M1,M106A74,607,27
PH315031-M1,M113R13,607,27
PH513300-M1,M103U39,607,27
PH305084-M1,M108M91,607,27
PH608031-M1,M106H37,607,27
PH322042-M1,M102U30,607,27
PH325118-M1,M101A56,607,27
PH612104-M1,M108Z70,616,27
PH701059-M1,M102Z16,616,27
PH611171-M1,M105U40,616,27
PH611260-M1,M106Y85,616,27
PH305143-M1,M110J78,616,27
PH323226-M1,M109U24,616,27
PH609025-M1,M111T25,616,27
PH611243-M1,M106T70,623,27
PH205364-M1,M122W28,624,27
PH610244-M1,M102E78,624,27
PH212061-M1,M112V71,626,27
PH314161-M1,M107G29,626,27
PH515157-M1,M122M54,626,27
PH326145-M1,M104Y61,629,27
PH515007-M1,M114R82,630,26.67
PH326028-M1,M102V97,631,26.67
PH326026-M1,M102V65,631,26.67
PH611172-M1,M105U61,631,26.67
PH801071-M1,M113W80,631,26.67
PH304310-M1,M106C86,631,26.67
PH305268-M1,M114D31,631,26.67
PH113072-M1,M104N73,631,26.67
PH205192-M1,M102Z38,631,26.67
PH314114-M1,M105F87,631,26.67
PH514012-M1,M104N25,631,26.67
PH611275-M1,M107G43,641,26.67
PH313322-M1,M114G33,641,26.67
PH804067-M1,M120F82,641,26.67
PH410033-M1,M102Y85,641,26.67
PH205160-M1,M101E79,641,26.67
PH605229-M1,M107N75,641,26.67
PH411172-M1,M107R46,647,26.67
PH411252-M1,M117V35,647,26.67
PH322011-M1,M102F86,647,26.67
PH514151-M1,M110N43,647,26.67
PH413060-M1,M114Z78,651,26.67
PH613046-M1,M113H54,651,26.67
PH328012-M1,M117B78,651,26.67
PH401006-M1,M102N49,654,26.67
PH611009-M1,M103Q97,655,26.33
PH305129-M1,M109Z46,655,26.33
PH405086-M1,M102U74,655,26.33
PH701200-M1,M102X27,658,26.33
PH108071-M1,M118W80,658,26.33
PH807081-M1,M104P62,658,26.33
PH611210-M1,M106F52,658,26.33
PH613148-M1,M115V96,658,26.33
PH509384-M1,M113X58,663,26.33
PH302017-M1,M107A75,663,26.33
PH405352-M1,M106X83,663,26.33
PH213052-M1,M102J80,663,26.33
PH403158-M1,M103Y81,663,26.33
PH314073-M1,M102C39,663,26.33
PH405311-M1,M103V77,669,26.33
PH803185-M1,M105R18,669,26.33
PH103162-M1,M117S30,669,26.33
PH605003-M0,M106F45,669,26.33
PH605193-M1,M104E58,669,26.33
PH305063-M1,M107W20,674,26.33
PH607112-M1,M103J92,675,26.33
PH612077-M1,M108S39,676,26
PH805032-M1,M109J45,677,26
PH801147-M1,M101R93,678,26
PH303091-M1,M118J34,678,26
PH304141-M1,M102J95,678,26
PH410073-M1,M105J17,678,26
PH612101-M1,M108Y67,682,26
PH618107-M1,M117N14,682,26
PH302308-M1,M115H39,682,26
PH305270-M1,M114E61,682,26
PH410058-M1,M104U67,682,26
PH103031-M0,M110Y30,682,26
PH610159-M1,M101C84,682,26
PH325026-M0,M110R46,682,26
PH324144-M1,M118F63,690,26
PH511068-M1,M107K32,690,26
PH305277-M1,M114Y59,690,26
PH305284-M1,M115B46,690,26
PH114125-M1,M105D50,690,26
PH613069-M1,M113X89,690,26
PH328165-M1,M121P76,690,26
PH403201-M1,M107F68,690,26
PH610319-M1,M103E70,690,26
PH413066-M1,M115M60,699,26
PH307170-M1,M114Q25,699,26
PH802144-M1,M111Q66,699,26
PH304135-M1,M102G39,702,26
PH304093-M1,M101D93,702,26
PH305231-M1,M112W85,702,26
PH305252-M1,M113N97,705,26
PH328045-M1,M117T40,705,26
PH607052-M1,M102P47,707,25.67
PH205300-M1,M117P29,707,25.67
PH501196-M1,M116C18,709,25.67
PH513021-M1,M104J30,709,25.67
PH304176-M1,M103E53,709,25.67
PH327044-M1,M107C86,709,25.67
PH327047-M1,M107E56,709,25.67
PH515008-M1,M114T33,709,25.67
PH604163-M1,M118W14,715,25.67
PH509256-M1,M101C92,715,25.67
PH304252-M1,M104V20,715,25.67
PH103133-M1,M114C19,715,25.67
PH806082-M1,M101V75,715,25.67
PH504055-M1,M115A98,715,25.67
PH327427-M1,M115U75,715,25.67
PH605154-M1,M102K92,715,25.67
PH612013-M1,M107S55,723,25.67
PH611102-M1,M104V37,723,25.67
PH304146-M1,M102N20,723,25.67
PH807127-M1,M118B67,726,25.67
PH513014-M1,M103X48,726,25.67
PH313274-M1,M112S34,726,25.67
PH614025-M1,M117W65,726,25.67
PH108036-M1,M107M73,730,25.67
PH325216-M1,M102F62,730,25.67
PH614110-M1,M117V74,732,25.67
PH608067-M1,M107K75,733,25.33
PH113017-M1,M104E30,733,25.33
PH806096-M1,M105R53,733,25.33
PH614057-M1,M119Z78,733,25.33
PH501164-M1,M107P96,737,25.33
PH324375-M0,M106S59,737,25.33
PH611093-M1,M104S44,737,25.33
PH305285-M1,M115B76,737,25.33
PH203322-M1,M114P16,737,25.33
PH310110-M1,M111A46,737,25.33
PH314263-M1,M112A36,737,25.33
PH108056-M1,M112V20,744,25.33
PH315122-M1,M116K99,744,25.33
PH410194-M1,M116Y84,744,25.33
PH327023-M1,M106R78,744,25.33
PH327261-M1,M111P95,744,25.33
PH320012-M0,M108A46,744,25.33
PH326017-M1,M102T78,750,25.33
PH611281-M1,M107J57,750,25.33
PH410097-M1,M107J81,750,25.33
PH110202-M1,M117J71,750,25.33
PH515143-M1,M121X29,750,25.33
PH612160-M1,M110B28,755,25.33
PH115068-M1,M120P48,755,25.33
PH613102-M1,M114P29,755,25.33
PH613048-M1,M113J87,755,25.33
PH404020-M1,M113J95,755,25.33
PH314199-M1,M109A67,755,25.33
PH313288-M1,M113A20,761,25.33
PH410041-M1,M103P14,761,25.33
PH106040-M1,M102E75,763,25.33
PH311088-M0,M101E32,763,25.33
PH328189-M1,M122D28,763,25.33
PH309229-M1,M102X60,766,25
PH301313-M1,M101H99,767,25
PH610263-M1,M102N83,767,25
PH612168-M1,M110E17,769,25
PH301327-M1,M101T29,769,25
PH115074-M1,M122F49,769,25
PH322077-M1,M103K37,769,25
PH404005-M1,M110K80,769,25
PH404018-M1,M112W32,769,25
PH605223-M1,M106W38,769,25
PH511238-M1,M118D80,776,25
PH607013-M1,M101V22,776,25
PH301426-M1,M104M47,776,25
PH303033-M1,M116N53,776,25
PH503137-M1,M112D70,776,25
PH327131-M1,M108S17,776,25
PH313287-M1,M112Z98,782,25
PH323171-M1,M108T42,783,25
PH411126-M1,M102E99,784,25
PH113007-M1,M101S98,785,25
PH614082-M1,M121R50,785,25
PH102168-M1,M101X72,787,25
PH605276-M1,M111P23,788,24.67
PH207109-M1,M102Z99,789,24.67
PH607192-M1,M104W17,789,24.67
PH401076-M1,M109K21,789,24.67
PH210156-M1,M107M38,789,24.67
PH322137-M1,M105B36,789,24.67
PH403216-M1,M108V24,789,24.67
PH501021-M1,M101N80,795,24.67
PH612044-M1,M108E50,795,24.67
PH304293-M1,M105W80,795,24.67
PH504026-M1,M113Q28,795,24.67
PH328125-M1,M120G82,795,24.67
PH514190-M1,M112X26,795,24.67
PH413090-M1,M117A94,801,24.67
PH107052-M1,M110K32,801,24.67
PH109091-M1,M109F27,801,24.67
PH606158-M1,M101D76,801,24.67
PH328174-M1,M121U41,801,24.67
PH605153-M1,M102K87,801,24.67
PH605174-M1,M103F35,801,24.67
PH611061-M1,M104G31,808,24.67
PH323206-M1,M109M11,808,24.67
PH410020-M1,M101P69,808,24.67
PH603310-M1,M108U46,808,24.67
PH322118-M1,M104N46,808,24.67
PH613037-M1,M117G59,808,24.67
PH207132-M1,M109S26,814,24.67
PH304203-M1,M103T86,814,24.67
PH304117-M1,M101Y62,814,24.67
PH323278-M1,M110W81,814,24.67
PH322054-M1,M102Y99,814,24.67
PH327191-M1,M110B50,814,24.67
PH314228-M1,M110C27,814,24.67
PH322109-M1,M104E82,821,24.67
PH203069-M1,M105A65,822,24.67
PH103072-M1,M105R12,822,24.67
PH501026-M1,M103Z92,824,24.33
PH501150-M1,M105B91,825,24.33
PH323313-M1,M111V74,825,24.33
PH303208-M1,M122E23,827,24.33
PH405278-M1,M101T25,827,24.33
PH803055-M1,M106A45,827,24.33
PH410139-M1,M111F79,827,24.33
PH327065-M1,M107J41,827,24.33
PH327002-M1,M106D97,827,24.33
PH605140-M1,M101T20,827,24.33
PH304302-M1,M106B27,834,24.33
PH323360-M1,M113C43,834,24.33
PH605225-M1,M107J48,834,24.33
PH322025-M1,M102M95,837,24.33
PH327449-M1,M116M38,837,24.33
PH605152-M1,M102K84,837,24.33
PH304116-M1,M101Y39,840,24.33
PH608010-M1,M105Z19,840,24.33
PH407151-M1,M105X97,840,24.33
PH314069-M1,M101V57,843,24.33
PH514185-M1,M112P11,843,24.33
PH611152-M1,M105K33,845,24
PH313269-M1,M112K37,845,24
PH302068-M1,M108J35,847,24
PH326124-M1,M104T18,848,24
PH302012-M1,M106X26,848,24
PH504015-M1,M112Z46,848,24
PH613033-M1,M113D24,848,24
PH807125-M1,M117Z26,852,24
PH315135-M1,M116T87,852,24
PH401074-M1,M108P30,852,24
PH205249-M1,M111R99,852,24
PH613190-M1,M117P98,852,24
PH802156-M1,M118B43,852,24
PH605028-M1,M105A38,852,24
PH514070-M1,M107Q60,852,24
PH612247-M1,M111W33,860,24
PH611053-M1,M104B90,860,24
PH412118-M1,M101E15,860,24
PH301470-M1,M106B41,860,24
PH327307-M1,M112M58,860,24
PH515115-M1,M120K20,860,24
PH313465-M1,M118Y76,866,24
PH607097-M1,M103D22,866,24
PH301347-M1,M102H84,866,24
PH304248-M1,M104S37,866,24
PH302190-M1,M111U30,866,24
PH113032-M1,M110Z67,866,24
PH514039-M1,M105Z90,872,24
PH304261-M1,M105F97,873,24
PH612260-M1,M112D76,874,23.67
PH613077-M1,M114B91,875,23.67
PH802155-M1,M117G10,875,23.67
PH501080-M1,M117D23,877,23.67
PH324184-M1,M119E55,877,23.67
PH607151-M1,M104B43,877,23.67
PH304101-M1,M101K63,877,23.67
PH608058-M1,M107F61,877,23.67
PH309236-M1,M105W85,877,23.67
PH205294-M1,M116V72,877,23.67
PH327084-M1,M107V57,877,23.67
PH327159-M1,M109K24,877,23.67
PH610161-M1,M101D10,877,23.67
PH611151-M1,M105J29,887,23.67
PH607071-M1,M102U93,887,23.67
PH609116-M1,M114Q33,887,23.67
PH327114-M1,M108K33,887,23.67
PH404054-M1,M117B18,887,23.67
PH326006-M1,M102Q11,892,23.67
PH103106-M1,M110R25,892,23.67
PH327045-M1,M107E20,892,23.67
PH514060-M1,M107C12,892,23.67
PH612046-M1,M108F51,896,23.67
PH807129-M1,M118Q18,896,23.67
PH325158-M1,M101P13,896,23.67
PH315100-M1,M115W28,899,23.67
PH313417-M1,M117K72,900,23.67
PH802146-M1,M111W40,901,23.67
PH612078-M1,M108S46,902,23.33
PH611294-M1,M107M31,902,23.33
PH401071-M1,M106V11,902,23.33
PH612240-M1,M111S36,905,23.33
PH326023-M1,M102U77,905,23.33
PH611224-M1,M106P54,905,23.33
PH412143-M1,M103S63,905,23.33
PH607208-M1,M105B95,905,23.33
PH305237-M1,M113A63,905,23.33
PH201067-M1,M112X35,905,23.33
PH612241-M1,M111S51,912,23.33
PH608021-M1,M106D51,912,23.33
PH410138-M1,M111F76,912,23.33
PH610298-M1,M102Y91,912,23.33
PH605237-M1,M108A90,912,23.33
PH603244-M1,M105G27,917,23.33
PH307156-M1,M107S25,917,23.33
PH503116-M1,M110H17,917,23.33
PH328104-M1,M119Q81,917,23.33
PH327219-M1,M110V24,917,23.33
PH610185-M1,M101M80,917,23.33
PH610296-M1,M102X96,917,23.33
PH514181-M1,M112E28,917,23.33
PH311101-M0,M103G98,925,23.33
PH327220-M1,M110V50,925,23.33
PH327313-M1,M112S50,925,23.33
PH325188-M1,M101W72,925,23.33
PH613011-M1,M115Y46,929,23.33
PH314211-M1,M109R95,929,23.33
PH609159-M1,M116Q42,931,23.33
PH327355-M1,M113W13,931,23.33
PH705145-M1,M107V47,933,23.33
PH308140-M1,M102J32,933,23.33
PH703194-M1,M109F88,933,23.33
PH611295-M1,M107M37,936,23
PH506019-M1,M102A87,936,23
PH612088-M1,M108W14,938,23
PH618052-M1,M112N40,938,23
PH513299-M1,M103T78,938,23
PH605244-M1,M108G20,938,23
PH612177-M1,M110H53,942,23
PH611237-M1,M106S27,942,23
PH302141-M1,M110S85,942,23
PH609066-M1,M113B45,942,23
PH311122-M1,M103W99,942,23
PH503069-M1,M105N67,942,23
PH504147-M1,M121V21,942,23
PH613170-M1,M116S88,942,23
PH306117-M1,M119Y10,942,23
PH614002-M1,M116T18,942,23
PH412129-M1,M102T86,952,23
PH808019-M1,M107H98,952,23
PH304131-M1,M102D76,952,23
PH323159-M1,M108N43,952,23
PH205228-M1,M108R81,952,23
PH327221-M1,M110V58,952,23
PH327017-M1,M106N90,952,23
PH314160-M1,M107F67,952,23
PH314250-M1,M111G44,952,23
PH604063-M1,M114J15,961,23
PH413048-M1,M113Z20,961,23
PH305073-M1,M108F24,961,23
PH305156-M1,M110T88,961,23
PH410146-M1,M111T83,961,23
PH514050-M1,M106N25,961,23
PH325202-M1,M101Z71,967,23
PH327454-M1,M116R14,968,23
PH611206-M1,M106E71,969,23
PH612102-M1,M108Y68,970,22.67
PH513297-M1,M103M50,970,22.67
PH313296-M1,M113G34,970,22.67
PH302147-M1,M110V55,970,22.67
PH327018-M1,M106P70,970,22.67
PH612051-M1,M108H99,975,22.67
PH612005-M1,M107Q88,975,22.67
PH305283-M1,M115B12,975,22.67
PH406060-M1,M112H94,975,22.67
PH322013-M1,M102H22,975,22.67
PH327082-M1,M107S57,980,22.67
PH501149-M1,M105B88,981,22.67
PH612161-M1,M110B69,981,22.67
PH325157-M1,M101N84,981,22.67
PH605148-M1,M102J46,981,22.67
PH514090-M1,M108J48,981,22.67
PH611156-M1,M105N24,986,22.67
PH308137-M1,M101X26,986,22.67
PH205007-M1,M111V24,986,22.67
PH514079-M1,M107Y93,986,22.67
PH307083-M1,M112B38,990,22.67
PH510061-M1,M102Z94,990,22.67
PH513281-M1,M102S23,992,22.67
PH313464-M1,M118Y64,992,22.67
PH305131-M1,M110A42,992,22.67
PH613150-M1,M115X43,995,22.67
PH326116-M1,M104M87,996,22.33
PH205304-M1,M118D69,996,22.33
PH610318-M1,M103E52,996,22.33
PH612141-M1,M109R42,999,22.33
PH412163-M1,M106Z38,999,22.33
PH401109-M1,M119H10,999,22.33
PH413054-M1,M114Q18,999,22.33
PH405334-M1,M105R96,999,22.33
PH410056-M1,M104U64,999,22.33
PH211324-M1,M107N60,999,22.33
PH612015-M1,M107S86,1006,22.33
PH326071-M1,M103V34,1006,22.33
PH611157-M1,M105N33,1006,22.33
PH315140-M1,M116X42,1006,22.33
PH513285-M1,M102W31,1006,22.33
PH607184-M1,M104R92,1006,22.33
PH304188-M1,M103M29,1006,22.33
PH613138-M1,M115K90,1006,22.33
PH610257-M1,M102J84,1006,22.33
PH326159-M1,M105H89,1015,22.33
PH326180-M1,M105Q53,1015,22.33
PH611274-M1,M107F39,1015,22.33
PH607033-M1,M102E31,1015,22.33
PH609203-M1,M119J68,1015,22.33
PH613146-M1,M115V19,1015,22.33
PH314064-M1,M101H49,1015,22.33
PH608125-M1,M109J68,1022,22.33
PH606146-M1,M101A10,1022,22.33
PH328084-M1,M118Y98,1022,22.33
PH325199-M1,M101Z45,1025,22.33
PH601217-M1,M109A96,1026,22.33
PH611032-M1,M103X32,1027,22.33
PH410092-M1,M106X81,1028,22.33
PH410207-M1,M118R41,1028,22.33
PH109093-M1,M109G64,1028,22.33
PH614084-M1,M121T15,1028,22.33
PH304241-M1,M104Q80,1032,22
PH612038-M1,M108D31,1033,22
PH612236-M1,M111Q98,1033,22
PH411130-M1,M102T80,1033,22
PH313115-M1,M101U89,1033,22
PH305174-M1,M111E98,1033,22
PH406007-M1,M107Y34,1033,22
PH508089-M1,M123A19,1033,22
PH409046-M1,M106B24,1033,22
PH322022-M1,M102M84,1033,22
PH703226-M1,M105B96,1033,22
PH610148-M1,M101A55,1033,22
PH324102-M1,M116R78,1044,22
PH305046-M1,M107F57,1044,22
PH609064-M1,M113A97,1044,22
PH322136-M1,M105B27,1044,22
PH325200-M1,M101Z62,1044,22
PH412034-M1,M108S81,1049,22
PH313338-M1,M114U59,1049,22
PH607165-M1,M104D66,1049,22
PH304209-M1,M103W83,1049,22
PH610221-M1,M101Y80,1049,22
PH320087-M0,M111F86,1049,22
PH325156-M1,M101N82,1049,22
PH604024-M1,M113B73,1056,22
PH611015-M1,M103S98,1056,22
PH304184-M1,M103J66,1056,22
PH413044-M1,M113W52,1056,22
PH302197-M1,M111W89,1056,22
PH110058-M1,M112H45,1056,22
PH323249-M1,M110E90,1062,22
PH410116-M1,M109S29,1062,22
PH111080-M1,M104W27,1062,22
PH327122-M1,M108P12,1062,22
PH804062-M1,M119N99,1066,22
PH208084-M1,M109E15,1066,22
PH611165-M1,M105R87,1068,22
PH605170-M1,M103C10,1068,22
PH103166-M1,M117Y26,1070,22
PH610173-M1,M101H24,1070,22
PH605265-M1,M110A23,1070,22
PH302020-M1,M107B45,1073,21.67
PH801270-M1,M122A53,1074,21.67
PH301476-M1,M106D54,1074,21.67
PH608090-M1,M107Z36,1074,21.67
PH410178-M1,M115D60,1074,21.67
PH410050-M1,M104D87,1074,21.67
PH802034-M1,M103D31,1074,21.67
PH403023-M1,M105A24,1074,21.67
PH403193-M1,M106F93,1074,21.67
PH326031-M1,M102X69,1082,21.67
PH611230-M1,M106R23,1082,21.67
PH512056-M0,M112T48,1082,21.67
PH313332-M1,M114N19,1082,21.67
