registration_id,application_id,air,raw_marks
MA205189-M1,M102X54,764,26.33
MA801120-M0,M101D74,766,26.33
MA306025-M1,M116R55,766,26.33
MA805070-M1,M105E20,766,26.33
MA501053-M1,M110R56,769,26.33
MA211305-M1,M105Z72,769,26.33
MA302131-M1,M109Z79,771,26.33
MA326081-M1,M103W92,772,26
MA808013-M1,M104C21,772,26
MA323258-M1,M110J48,772,26
MA509107-M1,M107P92,775,26
MA313175-M1,M107P72,775,26
MA203250-M1,M106J39,775,26
MA503033-M0,M117P49,775,26
MA806019-M0,M107V77,775,26
MA613071-M1,M113Y74,775,26
MA327283-M1,M112B10,775,26
MA326187-M1,M105T38,782,26
MA401063-M1,M104F39,782,26
MA301443-M1,M104X77,782,26
MA308160-M1,M111C72,782,26
MA803021-M0,M115K72,782,26
MA322005-M1,M102C90,782,26
MA806125-M1,M109A98,782,26
MA320088-M0,M111G72,782,26
MA514101-M1,M108V62,782,26
MA608043-M1,M106W66,791,26
MA203254-M1,M107A19,791,26
MA325159-M1,M101P18,791,26
MA301062-M0,M105F69,794,26
MA323074-M1,M106V75,794,26
MA309084-M1,M107V38,794,26
MA203222-M1,M101H65,794,26
MA803038-M1,M102H62,794,26
MA205275-M1,M114H14,794,26
MA321091-M1,M101P77,794,26
MA310001-M0,M101M35,801,26
MA321096-M1,M101W59,801,26
MA514023-M1,M105N88,801,26
MA809055-M1,M105W32,804,26
MA203287-M1,M110B99,805,26
MA611108-M1,M104Y92,806,25.67
MA513134-M1,M116C75,806,25.67
MA303277-M0,M107D64,806,25.67
MA609145-M1,M115Y52,806,25.67
MA322106-M1,M104B16,806,25.67
MA503048-M1,M102U50,806,25.67
MA610279-M1,M102S52,806,25.67
MA319007-M1,M114J94,806,25.67
MA314240-M1,M110W82,806,25.67
MA605245-M1,M108G23,806,25.67
MA505003-M1,M101P60,816,25.67
MA806117-M1,M108T94,816,25.67
MA504057-M1,M115B74,816,25.67
MA610086-M0,M108R18,816,25.67
MA319075-M0,M105A55,816,25.67
MA314177-M1,M108D43,816,25.67
MA324024-M1,M114K96,822,25.67
MA324328-M0,M101H81,822,25.67
MA326120-M1,M104R13,822,25.67
MA611124-M1,M105B79,822,25.67
MA611175-M1,M105W19,822,25.67
MA301439-M1,M104V11,822,25.67
MA305011-M1,M106H85,822,25.67
MA327215-M1,M110S43,822,25.67
MA612156-M1,M109Z31,830,25.67
MA103086-M1,M107H65,830,25.67
MA327276-M1,M111X37,830,25.67
MA610213-M1,M101W17,830,25.67
MA611273-M1,M107F34,834,25.67
MA207101-M1,M101C98,834,25.67
MA315046-M1,M113Z73,834,25.67
MA607087-M1,M103A63,834,25.67
MA205256-M1,M112Q16,838,25.67
MA304218-M1,M104A92,839,25.33
MA302123-M1,M109V49,839,25.33
MA323078-M1,M106Z63,839,25.33
MA309080-M1,M107C41,839,25.33
MA803056-M1,M106M60,839,25.33
MA325147-M1,M101K83,839,25.33
MA701211-M1,M104A65,845,25.33
MA315174-M1,M117Q17,845,25.33
MA614105-M1,M122Z44,845,25.33
MA509129-M1,M108T29,848,25.33
MA322050-M1,M102X91,848,25.33
MA325141-M1,M101G80,848,25.33
MA412117-M1,M101A90,851,25.33
MA509304-M1,M107M74,851,25.33
MA301099-M0,M108K31,851,25.33
MA323066-M1,M106S17,851,25.33
MA804022-M1,M109Z69,851,25.33
MA616165-M1,M101P53,851,25.33
MA327124-M1,M108P79,851,25.33
MA327239-M1,M111E80,851,25.33
MA514009-M1,M104G60,851,25.33
MA305170-M1,M111D71,860,25.33
MA201158-M1,M113T27,860,25.33
MA211319-M1,M107E30,860,25.33
MA611173-M1,M105V29,863,25.33
MA328103-M1,M119M90,863,25.33
MA413024-M1,M111Y66,865,25
MA323376-M1,M113Q31,865,25
MA511128-M1,M112B51,867,25
MA301060-M0,M104Y83,867,25
MA323019-M1,M105V13,867,25
MA407037-M1,M104G89,867,25
MA327025-M1,M106S20,867,25
MA403219-M1,M109E54,867,25
MA507018-M0,M106F43,873,25
MA513130-M1,M115V80,873,25
MA303271-M0,M106N39,873,25
MA309076-M1,M106M66,873,25
MA309167-M1,M118F51,873,25
MA803059-M1,M107B34,873,25
MA310064-M1,M104X15,873,25
MA410216-M1,M120S75,873,25
MA322072-M1,M103H63,873,25
MA318048-M0,M104X92,873,25
MA802080-M1,M114D61,873,25
MA605260-M1,M109Q96,873,25
MA605188-M1,M104D49,873,25
MA305065-M1,M107X16,886,25
MA305228-M1,M112V28,886,25
MA603005-M1,M117B22,886,25
MA809182-M1,M104J12,886,25
MA510274-M1,M101B90,886,25
MA318040-M0,M101K53,886,25
MA302009-M1,M106W13,892,25
MA503061-M1,M104K54,892,25
MA613172-M1,M116K55,892,25
MA509168-M1,M113Q25,895,25
MA304130-M1,M102D48,895,25
MA304238-M1,M104Q20,897,25
MA605178-M1,M103H81,897,25
MA322047-M1,M102W92,899,25
MA604078-M1,M114S44,900,25
MA507072-M1,M118N98,901,24.67
MA509268-M1,M102K75,901,24.67
MA311152-M1,M109G24,901,24.67
MA328068-M1,M118M39,901,24.67
MA320109-M0,M112S93,901,24.67
MA604178-M1,M119X92,906,24.67
MA804021-M1,M109W24,906,24.67
MA410144-M1,M111T43,906,24.67
MA410052-M1,M104G56,906,24.67
MA606012-M0,M102C45,906,24.67
MA324230-M1,M120U63,911,24.67
MA308004-M0,M102V28,911,24.67
MA308066-M1,M113G35,911,24.67
MA307039-M1,M101Y27,911,24.67
MA205011-M1,M112F44,911,24.67
MA611100-M1,M104V23,916,24.67
MA513108-M1,M113Z38,916,24.67
MA607015-M1,M101W62,916,24.67
MA323084-M1,M107A27,916,24.67
MA508107-M1,M102V17,916,24.67
MA327101-M1,M108D48,916,24.67
MA605252-M1,M108W60,916,24.67
MA607145-M1,M104A33,923,24.67
MA308144-M1,M104U68,923,24.67
MA610047-M0,M101Y87,923,24.67
MA303301-M0,M112P66,926,24.67
MA601083-M0,M114C62,926,24.67
MA605089-M1,M115U97,926,24.67
MA107153-M1,M120V64,929,24.67
MA511017-M1,M101U51,930,24.67
MA327240-M1,M111F33,930,24.67
MA324108-M1,M116W21,932,24.33
MA324329-M0,M101M70,932,24.33
MA302207-M1,M112A18,932,24.33
MA410214-M1,M120B87,932,24.33
MA320156-M0,M116B49,932,24.33
MA324336-M0,M101Y89,937,24.33
MA705154-M1,M113W91,937,24.33
MA203093-M1,M110J16,937,24.33
MA603268-M1,M106P51,937,24.33
MA601099-M0,M117X18,937,24.33
MA319011-M0,M101R34,937,24.33
MA319025-M0,M102G75,937,24.33
MA319081-M0,M105G63,937,24.33
MA514097-M1,M108Q88,937,24.33
MA324326-M0,M101F27,946,24.33
MA509064-M1,M102Q63,946,24.33
MA513056-M1,M108G21,946,24.33
MA323100-M1,M107G97,946,24.33
MA608152-M1,M110J91,946,24.33
MA504096-M1,M116Y81,946,24.33
MA502003-M0,M101W56,952,24.33
MA301038-M0,M103A74,952,24.33
MA323170-M1,M108S57,952,24.33
MA609002-M1,M111G56,952,24.33
MA503127-M1,M111D40,952,24.33
MA404041-M1,M115S59,952,24.33
MA805066-M1,M105D30,952,24.33
MA805069-M1,M105D97,952,24.33
MA411232-M1,M115K84,960,24.33
MA612062-M1,M108Q81,961,24.33
MA610217-M1,M101X82,961,24.33
MA309190-M1,M120K55,963,24.33
MA322065-M1,M103D29,963,24.33
MA509040-M0,M115H10,965,24.33
MA511174-M1,M114S67,966,24
MA313150-M1,M105H70,966,24
MA323204-M1,M109K31,966,24
MA308129-M0,M111P69,966,24
MA508008-M0,M104U72,966,24
MA611109-M1,M104Z29,971,24
MA509155-M1,M112B19,971,24
MA513018-M1,M104F78,971,24
MA323181-M1,M108Y59,971,24
MA514150-M1,M110N34,971,24
MA302016-M1,M106Y80,976,24
MA305251-M1,M113N62,976,24
MA308027-M1,M102R40,976,24
MA803171-M1,M102C26,976,24
MA603151-M0,M114C48,976,24
MA806004-M0,M103T23,976,24
MA510070-M1,M104W81,976,24
MA501152-M1,M105M50,983,24
MA304095-M1,M101E48,983,24
MA308080-M1,M116K42,983,24
MA804017-M1,M109M74,983,24
MA809151-M0,M103D79,983,24
MA328154-M1,M121C83,983,24
MA411216-M1,M113P50,989,24
MA509407-M1,M115Z20,989,24
MA607067-M1,M102T26,989,24
MA401051-M1,M101F66,989,24
MA323184-M1,M108Z34,989,24
MA608001-M1,M105Q22,989,24
MA402050-M1,M122A64,989,24
MA322032-M1,M102P71,989,24
MA327451-M1,M116N69,989,24
MA807056-M0,M109J72,998,24
MA315170-M1,M117M65,998,24
MA203318-M1,M114E22,998,24
MA310210-M1,M117R34,998,24
MA809187-M1,M104Q51,998,24
MA308058-M1,M111H50,1003,24
MA320077-M0,M110X33,1003,24
MA324341-M0,M102F66,1005,24
MA616192-M1,M106Y60,1006,23.67
MA323148-M1,M108H29,1007,23.67
MA323269-M1,M110S38,1007,23.67
MA307022-M0,M113J63,1007,23.67
MA212042-M1,M110W72,1007,23.67
MA514141-M1,M110D26,1007,23.67
MA808012-M1,M103E49,1012,23.67
MA603192-M1,M101Z79,1012,23.67
MA307051-M1,M106M48,1012,23.67
MA610249-M1,M102F79,1012,23.67
MA325011-M0,M108E75,1012,23.67
MA514115-M1,M109H56,1012,23.67
MA501179-M1,M112D21,1018,23.67
MA326131-M1,M104U36,1018,23.67
MA801209-M1,M114A33,1018,23.67
MA305049-M1,M107H78,1018,23.67
MA323151-M1,M108H88,1018,23.67
MA309058-M1,M103P40,1018,23.67
MA307053-M1,M106P94,1018,23.67
MA211094-M1,M116V88,1018,23.67
MA707076-M1,M117U14,1018,23.67
MA616247-M1,M117J18,1018,23.67
MA504065-M1,M115S50,1018,23.67
MA605195-M1,M104J83,1018,23.67
MA511108-M1,M111B19,1030,23.67
MA509299-M1,M106W84,1030,23.67
MA313309-M1,M113Q87,1030,23.67
MA301374-M1,M103B44,1030,23.67
MA413017-M1,M111R29,1030,23.67
MA305040-M1,M107B64,1030,23.67
MA308199-M1,M120H18,1030,23.67
MA211251-M1,M101T98,1030,23.67
MA612159-M1,M110B10,1038,23.67
MA320025-M0,M108S30,1038,23.67
MA610116-M0,M114N58,1040,23.67
MA203349-M1,M118C69,1041,23.67
MA326010-M1,M102R32,1042,23.67
MA411140-M1,M103Y61,1043,23.33
MA607054-M1,M102Q17,1043,23.33
MA323125-M1,M107U49,1043,23.33
MA308178-M1,M115X80,1043,23.33
MA410030-M1,M102R47,1043,23.33
MA809149-M0,M103D54,1043,23.33
MA327128-M1,M108Q98,1043,23.33
MA515048-M1,M116Q87,1043,23.33
MA509351-M1,M111G68,1051,23.33
MA607161-M1,M104C94,1051,23.33
MA301371-M1,M103A69,1051,23.33
MA323124-M1,M107U33,1051,23.33
MA406029-M1,M109T14,1051,23.33
MA809251-M1,M116D23,1051,23.33
MA510164-M1,M116R77,1051,23.33
MA606155-M1,M101C90,1051,23.33
MA515095-M1,M119A22,1051,23.33
MA324322-M0,M101D75,1060,23.33
MA611007-M1,M103Q77,1060,23.33
MA509413-M1,M116S31,1060,23.33
MA401059-M1,M104E91,1060,23.33
MA101118-M1,M102X48,1060,23.33
MA610240-M1,M102D25,1060,23.33
MA501144-M1,M104Q97,1066,23.33
MA411064-M1,M111W35,1066,23.33
MA808081-M1,M102T44,1066,23.33
MA318067-M1,M114S23,1066,23.33
MA327061-M1,M107H48,1066,23.33
MA403172-M1,M104K13,1066,23.33
MA514020-M1,M105C94,1066,23.33
MA515049-M1,M116S18,1066,23.33
MA313201-M1,M108V83,1074,23.33
MA304186-M1,M103K73,1074,23.33
MA304270-M1,M105M27,1074,23.33
MA603212-M1,M102Y31,1074,23.33
MA327108-M1,M108H54,1074,23.33
MA809243-M1,M114Q70,1079,23.33
MA409015-M1,M101X11,1079,23.33
MA604134-M1,M117E28,1081,23.33
MA807077-M1,M103Z64,1081,23.33
MA302050-M1,M107T96,1083,23.33
MA411152-M1,M104V87,1084,23
MA805038-M1,M116R25,1084,23
MA612073-M1,M108R43,1086,23
MA611160-M1,M105P96,1086,23
MA315124-M1,M116M93,1086,23
MA304013-M0,M117U42,1086,23
MA302026-M1,M107F58,1086,23
MA323123-M1,M107T78,1086,23
MA310122-M1,M111Y54,1086,23
MA607035-M1,M102E90,1093,23
MA203276-M1,M109C17,1093,23
MA310152-M1,M114G26,1093,23
MA211321-M1,M107F51,1093,23
MA610196-M1,M101Q66,1093,23
MA319060-M0,M103Z98,1093,23
MA807047-M1,M122W63,1099,23
MA505053-M1,M119D67,1099,23
MA301027-M0,M102S95,1099,23
MA302249-M1,M113N58,1099,23
MA115013-M1,M106C29,1099,23
MA410191-M1,M116S83,1099,23
MA809184-M1,M104J87,1099,23
MA515117-M1,M120R24,1099,23
MA501124-M1,M101K85,1107,23
MA609180-M1,M117R81,1107,23
MA603175-M1,M101E95,1107,23
MA809186-M1,M104N49,1107,23
MA510059-M1,M102R91,1107,23
MA612067-M1,M108R20,1112,23
MA618077-M0,M112S83,1112,23
MA314185-M1,M108P24,1112,23
MA511064-M1,M107B26,1115,23
MA511076-M1,M108E63,1115,23
MA323205-M1,M109K42,1115,23
MA314111-M1,M105E19,1118,23
MA211247-M1,M101H97,1119,23
MA301328-M1,M101T31,1120,23
MA323010-M1,M105K83,1121,22.67
MA323216-M1,M109S58,1121,22.67
MA606048-M0,M106D92,1121,22.67
MA514077-M1,M107W67,1121,22.67
MA515151-M1,M122E60,1121,22.67
MA502024-M1,M101F87,1126,22.67
MA313032-M0,M110A13,1126,22.67
MA309191-M1,M120K75,1126,22.67
MA321080-M1,M101E77,1126,22.67
MA514049-M1,M106K94,1126,22.67
MA512023-M0,M104P26,1131,22.67
MA509158-M1,M112J82,1131,22.67
MA413144-M1,M120S53,1131,22.67
MA323289-M1,M111C81,1131,22.67
MA211261-M1,M102G16,1131,22.67
MA102145-M1,M122Q46,1131,22.67
MA102054-M1,M114F60,1131,22.67
MA805001-M0,M101J14,1131,22.67
MA314265-M1,M112A79,1131,22.67
MA807085-M1,M105D31,1140,22.67
MA323219-M1,M109S86,1140,22.67
MA322029-M1,M102N98,1140,22.67
MA511066-M1,M107F18,1143,22.67
MA608126-M1,M109J90,1143,22.67
MA314121-M1,M105U41,1143,22.67
MA511179-M1,M114Z54,1146,22.67
MA512019-M0,M104F56,1146,22.67
MA302074-M1,M108K89,1146,22.67
MA616278-M1,M122M32,1146,22.67
MA325133-M1,M101F18,1146,22.67
MA324168-M1,M118U15,1151,22.67
MA509042-M0,M115U67,1152,22.67
MA612227-M1,M111M83,1153,22.33
MA324054-M1,M115F98,1153,22.33
MA807141-M1,M121V22,1153,22.33
MA807041-M1,M122M42,1153,22.33
MA207143-M1,M111X31,1153,22.33
MA323116-M1,M107P66,1153,22.33
MA308146-M1,M105T10,1153,22.33
MA503004-M1,M121B14,1153,22.33
MA509307-M1,M107Y62,1161,22.33
MA513083-M1,M110Q73,1161,22.33
MA609007-M1,M111K39,1161,22.33
MA609188-M1,M118D62,1161,22.33
MA404014-M1,M111J93,1161,22.33
MA501172-M1,M110P34,1166,22.33
MA324359-M0,M104S14,1166,22.33
MA411218-M1,M113S87,1166,22.33
MA801173-M1,M106U68,1166,22.33
MA506066-M1,M108Q64,1166,22.33
MA303067-M1,M117Y57,1166,22.33
MA308038-M1,M106T73,1166,22.33
MA211334-M1,M107X45,1166,22.33
MA319096-M0,M105W49,1166,22.33
MA514081-M1,M108A15,1166,22.33
MA511159-M1,M113W61,1176,22.33
MA611199-M1,M106D35,1176,22.33
MA609009-M1,M111K67,1176,22.33
MA809259-M1,M117D99,1176,22.33
MA403145-M1,M103N42,1176,22.33
MA509409-M1,M116F28,1181,22.33
MA304155-M1,M102V69,1181,22.33
MA308029-M1,M102T46,1181,22.33
MA324319-M0,M101B41,1184,22.33
MA511215-M1,M117D56,1184,22.33
MA503091-M1,M107Z11,1184,22.33
MA321032-M0,M120Q53,1187,22.33
MA302175-M1,M111H36,1188,22.33
MA110137-M1,M115E46,1188,22.33
MA321012-M0,M119T62,1188,22.33
MA305289-M1,M115E63,1191,22.33
MA320031-M0,M108W80,1191,22.33
MA315065-M1,M114U72,1193,22.33
MA323112-M1,M107P11,1194,22
MA201046-M1,M106Z15,1194,22
MA403182-M1,M105C41,1194,22
MA321093-M1,M101S56,1194,22
MA501133-M1,M102W88,1198,22
MA701169-M0,M102M72,1198,22
MA509132-M1,M109G44,1198,22
MA809003-M0,M101S45,1198,22
MA809150-M0,M103D64,1198,22
MA510277-M1,M101M54,1198,22
MA328173-M1,M121U12,1198,22
MA319083-M1,M120D30,1198,22
MA514008-M1,M104G24,1198,22
MA401026-M1,M111V89,1207,22
MA308195-M1,M118X59,1207,22
MA809185-M1,M104K71,1207,22
MA809189-M1,M105S21,1207,22
MA318047-M0,M103V61,1207,22
MA327211-M1,M110Q10,1207,22
MA403213-M1,M108D10,1207,22
MA507080-M1,M119U89,1214,22
MA323072-M1,M106T39,1214,22
MA312001-M1,M118J67,1214,22
MA205241-M1,M111A55,1214,22
MA606067-M0,M108C43,1214,22
MA610071-M0,M106A65,1214,22
MA611189-M1,M106A36,1220,22
MA203020-M0,M108B25,1220,22
MA327227-M1,M110Z46,1220,22
MA610153-M1,M101B68,1220,22
MA511039-M1,M104J85,1224,22
MA611296-M1,M107N18,1224,22
MA411125-M1,M102E13,1224,22
MA401038-M1,M116B53,1224,22
MA323047-M1,M106H55,1224,22
MA203293-M1,M111C69,1224,22
MA301142-M0,M111X35,1230,22
MA609023-M1,M111R94,1230,22
MA403037-M1,M107B58,1230,22
MA513047-M1,M107C77,1233,22
MA301323-M1,M101P52,1234,22
MA618095-M1,M109E91,1235,22
MA309109-M1,M111U82,1236,21.67
MA803057-M1,M106T66,1236,21.67
MA327325-M1,M113A75,1236,21.67
MA305274-M1,M114Q79,1239,21.67
MA323232-M1,M109W71,1239,21.67
MA310243-M1,M118W89,1239,21.67
MA809004-M0,M102B18,1239,21.67
MA327308-M1,M112Q14,1239,21.67
MA314108-M1,M104Y54,1239,21.67
MA514073-M1,M107U71,1239,21.67
MA324123-M1,M117J22,1246,21.67
MA611266-M1,M107C39,1246,21.67
MA607130-M1,M103S30,1246,21.67
MA401064-M1,M104G58,1246,21.67
MA413142-M1,M120S40,1246,21.67
MA309024-M0,M112G81,1246,21.67
MA806012-M0,M106Y87,1246,21.67
MA806021-M0,M108Y98,1246,21.67
MA403043-M1,M108E24,1246,21.67
MA610090-M0,M109F22,1246,21.67
MA319102-M0,M106D81,1246,21.67
MA515161-M1,M122P96,1246,21.67
MA326047-M1,M103F89,1258,21.67
MA313140-M1,M104D65,1258,21.67
MA809014-M0,M106W10,1258,21.67
MA809198-M1,M106X61,1258,21.67
MA809224-M1,M111N90,1258,21.67
MA314094-M1,M103E71,1258,21.67
MA605236-M1,M107Z28,1258,21.67
MA201172-M1,M118R93,1265,21.67
MA319022-M0,M102E61,1265,21.67
MA320176-M0,M117D78,1265,21.67
MA509226-M1,M121Z15,1268,21.67
MA616245-M1,M116Y41,1268,21.67
MA610304-M1,M103A32,1268,21.67
MA515060-M1,M117M21,1268,21.67
MA309146-M1,M115U93,1272,21.67
MA616187-M1,M106D42,1272,21.67
MA328114-M1,M119Z98,1272,21.67
MA618094-M1,M109D12,1275,21.67
MA303079-M1,M118C74,1275,21.67
MA503070-M1,M105S37,1277,21.67
MA205266-M1,M113S78,1277,21.67
MA320198-M0,M118Z62,1279,21.67
MA611105-M1,M104W20,1280,21.33
MA412136-M1,M103D72,1280,21.33
MA513092-M1,M111T88,1280,21.33
MA405301-M1,M103J79,1280,21.33
MA405260-M0,M122D73,1280,21.33
MA316024-M1,M120Y57,1280,21.33
MA605165-M1,M102U72,1280,21.33
MA324323-M0,M101E45,1287,21.33
MA509276-M1,M103H44,1287,21.33
MA513057-M1,M108G75,1287,21.33
MA406114-M1,M118S86,1287,21.33
MA804039-M1,M114M31,1287,21.33
MA613039-M1,M117K26,1287,21.33
MA614108-M1,M117T31,1287,21.33
MA515152-M1,M122F21,1287,21.33
MA612181-M1,M110Q67,1295,21.33
MA411160-M1,M106B49,1295,21.33
MA509065-M1,M102X32,1295,21.33
MA301433-M1,M104Q95,1295,21.33
MA304086-M1,M101B75,1295,21.33
MA323122-M1,M107T60,1295,21.33
MA323364-M1,M113E49,1295,21.33
MA310236-M1,M118T96,1295,21.33
MA410225-M1,M122J85,1295,21.33
MA606093-M0,M111N22,1295,21.33
MA614039-M1,M119D75,1295,21.33
MA512036-M0,M108H90,1306,21.33
MA411176-M1,M108M32,1306,21.33
MA315146-M1,M117B64,1306,21.33
MA301343-M1,M102C88,1306,21.33
MA211244-M1,M101C60,1306,21.33
MA102016-M1,M110F95,1306,21.33
MA327370-M1,M114E65,1306,21.33
MA614078-M1,M121C30,1306,21.33
MA611268-M1,M107D69,1314,21.33
MA509362-M1,M112B20,1314,21.33
MA809059-M1,M106N78,1314,21.33
MA211274-M1,M103R15,1314,21.33
MA103177-M1,M118M90,1314,21.33
MA504084-M1,M116P28,1314,21.33
MA613012-M1,M112V29,1314,21.33
MA701001-M1,M106D65,1321,21.33
MA313253-M1,M111Q16,1321,21.33
MA608051-M1,M107B71,1321,21.33
MA610330-M1,M103H98,1324,21.33
MA207083-M0,M111D51,1325,21.33
MA504087-M1,M116R96,1325,21.33
MA402028-M1,M104B77,1327,21.33
MA611013-M1,M103S27,1328,21
MA509198-M1,M118M54,1328,21
MA509259-M1,M101K37,1328,21
MA403110-M1,M120X10,1328,21
MA611142-M1,M105D92,1332,21
MA509117-M1,M108D98,1332,21
MA509305-M1,M107R48,1332,21
MA506067-M1,M108S75,1332,21
MA617138-M1,M118V73,1332,21
MA806016-M0,M107U48,1332,21
MA501153-M1,M105P99,1338,21
MA301307-M1,M101B45,1338,21
MA413079-M1,M116Q25,1338,21
MA305157-M1,M110U28,1338,21
MA608132-M1,M109U70,1338,21
MA308031-M1,M103E44,1338,21
MA307061-M1,M108S37,1338,21
MA403093-M1,M115X88,1338,21
MA610061-M0,M104C97,1338,21
MA324290-M1,M122G63,1347,21
MA511200-M1,M116M49,1347,21
MA313401-M1,M116W77,1347,21
MA413062-M1,M115D50,1347,21
MA309002-M0,M101P76,1347,21
MA310106-M1,M110Q70,1347,21
MA801039-M1,M101D68,1353,21
MA801048-M1,M104Z42,1353,21
MA513227-M0,M116G13,1353,21
MA313432-M1,M117W17,1353,21
MA303285-M0,M108P57,1353,21
MA608047-M1,M106Y44,1353,21
MA803036-M1,M101H94,1353,21
MA601085-M0,M114P13,1353,21
MA211248-M1,M101J13,1353,21
MA613030-M1,M116X81,1353,21
MA306037-M1,M116Z95,1353,21
MA511298-M1,M121V96,1364,21
MA412130-M1,M102V21,1364,21
MA505036-M1,M114H89,1364,21
MA809156-M0,M108B54,1364,21
MA802170-M1,M121D37,1364,21
MA514143-M1,M110E22,1364,21
MA509320-M1,M108X48,1370,21
MA323011-M1,M105M64,1370,21
MA320135-M0,M114B76,1372,21
MA605254-M1,M109F18,1372,21
MA612059-M1,M108Q47,1374,21
MA314208-M1,M109P48,1375,21
MA301146-M0,M111Y95,1376,20.67
MA210129-M1,M105W27,1376,20.67
MA502025-M1,M101P17,1378,20.67
MA315030-M1,M113Q22,1378,20.67
MA305068-M1,M107Y55,1378,20.67
MA305053-M1,M107K55,1378,20.67
MA201045-M1,M106Y94,1378,20.67
MA809117-M1,M118N50,1378,20.67
MA503118-M1,M110J64,1378,20.67
MA503072-M1,M106E34,1378,20.67
MA504046-M1,M114R31,1378,20.67
MA606156-M1,M101D58,1378,20.67
MA327245-M1,M111G67,1378,20.67
MA610236-M1,M102C34,1378,20.67
MA611113-M1,M104Z78,1390,20.67
MA509146-M1,M110T70,1390,20.67
MA607164-M1,M104D56,1390,20.67
MA607028-M1,M102C49,1390,20.67
MA405321-M1,M104Q65,1390,20.67
MA406015-M1,M108P84,1390,20.67
MA203279-M1,M109C67,1390,20.67
MA503018-M0,M106W78,1390,20.67
MA503090-M1,M107W41,1390,20.67
MA504067-M1,M115T51,1390,20.67
MA613068-M1,M113X39,1390,20.67
MA604203-M1,M121F38,1401,20.67
MA509092-M1,M106A66,1401,20.67
MA506036-M1,M103N20,1401,20.67
MA806122-M1,M108Z49,1401,20.67
MA205288-M1,M116E42,1401,20.67
MA412087-M1,M119P59,1406,20.67
MA509138-M1,M110A99,1406,20.67
MA401089-M1,M112M34,1406,20.67
MA309213-M0,M113B14,1406,20.67
MA203249-M1,M106G44,1406,20.67
MA322002-M1,M101Z90,1406,20.67
MA610233-M1,M102C25,1406,20.67
MA105102-M0,M103W93,1406,20.67
MA325138-M1,M101G56,1406,20.67
MA612242-M1,M111S78,1415,20.67
MA315070-M1,M114W33,1415,20.67
MA506041-M1,M104P50,1417,20.67
MA314080-M1,M102K17,1417,20.67
MA205211-M1,M106C35,1419,20.67
MA212098-M1,M116G71,1420,20.67
MA514128-M1,M109X51,1420,20.67
MA504133-M1,M120E48,1422,20.67
MA323163-M1,M108P11,1423,20.33
MA211254-M1,M101U74,1423,20.33
MA312078-M1,M105X35,1423,20.33
MA328208-M1,M122T18,1423,20.33
MA327106-M1,M108G65,1423,20.33
MA314202-M1,M109B92,1423,20.33
MA612080-M1,M108T21,1429,20.33
MA509075-M1,M103U83,1429,20.33
MA303124-M1,M119D64,1429,20.33
MA413139-M1,M120J76,1429,20.33
MA302092-M1,M108X65,1429,20.33
MA323286-M1,M111B75,1429,20.33
MA102080-M1,M116R46,1429,20.33
MA325225-M1,M102K99,1429,20.33
MA411279-M1,M121K42,1437,20.33
MA808128-M1,M120M63,1437,20.33
MA302080-M1,M108S58,1437,20.33
MA302254-M1,M113R12,1437,20.33
MA613017-M1,M112W81,1437,20.33
MA328126-M1,M120G84,1437,20.33
MA314196-M1,M108Z19,1437,20.33
MA511276-M1,M120S10,1444,20.33
MA611076-M1,M104K73,1444,20.33
MA509109-M1,M107V39,1444,20.33
MA301010-M0,M101M83,1444,20.33
MA608081-M1,M107U43,1444,20.33
MA312095-M1,M119C75,1444,20.33
MA504104-M1,M117P59,1444,20.33
MA610333-M1,M103K28,1444,20.33
MA110149-M1,M115V74,1444,20.33
MA501159-M1,M106Y97,1453,20.33
MA326130-M1,M104U21,1453,20.33
MA313012-M0,M103T56,1453,20.33
MA514117-M1,M109N95,1453,20.33
MA509073-M1,M103U32,1457,20.33
MA607063-M1,M102S29,1457,20.33
MA302114-M1,M109M44,1457,20.33
MA305106-M1,M109D52,1457,20.33
MA211142-M1,M120E27,1457,20.33
MA111020-M1,M119R68,1457,20.33
MA509067-M1,M102Z17,1463,20.33
MA304083-M1,M101A29,1463,20.33
MA616136-M0,M107B39,1463,20.33
MA327041-M1,M107A24,1463,20.33
MA319021-M1,M115M27,1463,20.33
MA514018-M1,M105C21,1463,20.33
MA511117-M1,M111Q24,1469,20.33
MA405275-M1,M101P96,1469,20.33
MA326093-M1,M104A18,1471,20
MA323027-M1,M105Y75,1471,20
MA323259-M1,M110J59,1471,20
MA608111-M1,M108U32,1471,20
MA805024-M1,M101X49,1471,20
MA411056-M1,M109X70,1476,20
MA509381-M1,M113U29,1476,20
MA301325-M1,M101S26,1476,20
MA323045-M1,M106G29,1476,20
MA323152-M1,M108J50,1476,20
MA603076-M1,M121M24,1476,20
MA211304-M1,M105Z45,1476,20
MA806109-M1,M107T91,1476,20
MA403183-M1,M105D77,1476,20
MA319131-M0,M107K61,1476,20
MA314176-M1,M108C80,1476,20
MA326181-M1,M105Q68,1487,20
MA411257-M1,M118B93,1487,20
MA509273-M1,M103C75,1487,20
MA323287-M1,M111B95,1487,20
MA311127-M1,M104X30,1487,20
MA311136-M1,M106J84,1487,20
MA327048-M1,M107F15,1487,20
MA319032-M0,M102N82,1487,20
MA314110-M1,M105B65,1487,20
MA411244-M1,M117B24,1496,20
